GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,AMR8E001,AMVZE001,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010,AMR8M001,AMVZM001
"G4200290308000","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"308000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029308000",,,"Census Tract 3080, Chester County, Pennsylvania",5560,4300,423,41,14,0,187,595,386,209,54473,1084,"Census Tract 3080, Chester County, Pennsylvania",21,531,195,39,23,15,160,463,433,199,4793,125
"G4200290308101","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"308101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029308101",,,"Census Tract 3081.01, Chester County, Pennsylvania",4376,4174,68,0,112,0,0,22,8,14,122019,,"Census Tract 3081.01, Chester County, Pennsylvania",443,452,88,11,94,11,11,28,14,25,11398,
"G4200290308102","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"308102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029308102",,,"Census Tract 3081.02, Chester County, Pennsylvania",4657,3696,149,0,8,0,120,684,662,22,105972,979,"Census Tract 3081.02, Chester County, Pennsylvania",445,446,94,11,13,11,181,665,664,20,13578,94
"G4200290308200","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"308200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029308200",,,"Census Tract 3082, Chester County, Pennsylvania",2719,2633,30,8,9,0,25,14,0,14,65292,1138,"Census Tract 3082, Chester County, Pennsylvania",21,54,35,15,14,11,31,16,11,16,9695,173
"G4200290311000","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311000",,,"Census Tract 3110, Chester County, Pennsylvania",7237,6000,632,0,298,0,42,265,0,265,101886,,"Census Tract 3110, Chester County, Pennsylvania",28,579,470,15,175,15,48,171,15,171,12663,
"G4200290311100","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311100",,,"Census Tract 3111, Chester County, Pennsylvania",3651,3208,30,0,260,0,0,153,25,128,129904,3026,"Census Tract 3111, Chester County, Pennsylvania",21,220,33,11,152,11,11,149,32,146,5343,350
"G4200290311200","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311200",,,"Census Tract 3112, Chester County, Pennsylvania",2072,1930,52,12,23,0,41,14,0,14,99141,1361,"Census Tract 3112, Chester County, Pennsylvania",189,189,36,18,17,11,26,13,11,13,17143,187
"G4200290311300","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311300",,,"Census Tract 3113, Chester County, Pennsylvania",4834,3651,480,15,355,0,125,208,72,136,155833,1359,"Census Tract 3113, Chester County, Pennsylvania",19,227,109,20,158,11,58,90,56,95,27584,449
"G4200290311401","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311401",,,"Census Tract 3114.01, Chester County, Pennsylvania",7255,4914,1668,36,109,0,104,424,125,299,70351,1281,"Census Tract 3114.01, Chester County, Pennsylvania",675,680,693,43,137,15,137,229,193,137,15981,452
"G4200290311403","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311403",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311403",,,"Census Tract 3114.03, Chester County, Pennsylvania",3781,3625,29,0,0,0,72,55,17,38,86164,1469,"Census Tract 3114.03, Chester County, Pennsylvania",284,276,44,11,11,11,99,60,30,43,12392,594
"G4200290311404","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311404",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311404",,,"Census Tract 3114.04, Chester County, Pennsylvania",3686,3307,143,0,19,0,83,134,37,97,107048,1315,"Census Tract 3114.04, Chester County, Pennsylvania",282,296,158,11,24,11,91,98,43,92,15477,386
"G4200290311500","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311500",,,"Census Tract 3115, Chester County, Pennsylvania",3427,3363,38,0,0,0,3,23,13,10,87583,849,"Census Tract 3115, Chester County, Pennsylvania",277,281,25,11,11,11,5,17,15,8,9803,93
"G4200290311600","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311600",,,"Census Tract 3116, Chester County, Pennsylvania",2214,1232,669,0,11,0,7,295,216,79,50577,1119,"Census Tract 3116, Chester County, Pennsylvania",313,240,196,11,15,11,8,261,254,42,6916,45
"G4200290311701","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311701",,,"Census Tract 3117.01, Chester County, Pennsylvania",2838,2343,72,0,10,0,137,276,25,251,87647,1010,"Census Tract 3117.01, Chester County, Pennsylvania",478,406,48,11,22,11,159,311,40,275,46430,512
"G4200290311702","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311702",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311702",,,"Census Tract 3117.02, Chester County, Pennsylvania",7275,6624,168,0,184,0,269,30,22,8,129323,1285,"Census Tract 3117.02, Chester County, Pennsylvania",610,667,109,15,164,15,325,33,32,12,22416,136
"G4200290311800","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"311800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029311800",,,"Census Tract 3118, Chester County, Pennsylvania",3772,3358,261,7,9,0,37,100,0,100,78654,1046,"Census Tract 3118, Chester County, Pennsylvania",348,362,131,11,8,11,31,66,11,66,7594,106
"G4200290980000","2016-2020","PA",,,"Pennsylvania","42","Chester County","029",,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42029980000",,,"Census Tract 9800, Chester County, Pennsylvania",3230,2542,454,0,73,0,42,119,24,95,,,"Census Tract 9800, Chester County, Pennsylvania",302,285,117,11,57,11,32,59,27,56,,
"G4200310160101","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160101",,,"Census Tract 1601.01, Clarion County, Pennsylvania",1811,1745,0,7,20,0,0,39,0,39,55938,825,"Census Tract 1601.01, Clarion County, Pennsylvania",238,235,11,9,27,11,11,34,11,34,24056,114
"G4200310160103","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160103",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160103",,,"Census Tract 1601.03, Clarion County, Pennsylvania",3083,2736,146,31,0,0,0,170,117,53,42591,695,"Census Tract 1601.03, Clarion County, Pennsylvania",185,201,91,21,11,11,11,113,105,42,7172,161
"G4200310160104","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160104",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160104",,,"Census Tract 1601.04, Clarion County, Pennsylvania",1630,1615,9,0,0,0,0,6,0,6,51450,630,"Census Tract 1601.04, Clarion County, Pennsylvania",239,235,11,11,11,11,11,6,11,6,5732,56
"G4200310160201","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160201",,,"Census Tract 1602.01, Clarion County, Pennsylvania",1884,1884,0,0,0,0,0,0,0,0,51250,679,"Census Tract 1602.01, Clarion County, Pennsylvania",217,217,11,11,11,11,11,11,11,11,7405,142
"G4200310160202","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160202",,,"Census Tract 1602.02, Clarion County, Pennsylvania",1624,1528,4,0,8,0,8,76,0,76,67188,563,"Census Tract 1602.02, Clarion County, Pennsylvania",172,143,10,11,10,11,10,72,11,72,10047,271
"G4200310160300","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160300",,,"Census Tract 1603, Clarion County, Pennsylvania",4802,4583,44,0,20,0,11,144,10,134,53684,687,"Census Tract 1603, Clarion County, Pennsylvania",331,322,18,11,21,11,19,73,19,72,6519,67
"G4200310160400","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160400",,,"Census Tract 1604, Clarion County, Pennsylvania",3610,3571,0,0,3,0,5,31,0,31,47647,669,"Census Tract 1604, Clarion County, Pennsylvania",277,274,11,11,5,11,6,32,11,32,5211,69
"G4200310160500","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160500",,,"Census Tract 1605, Clarion County, Pennsylvania",3403,3310,3,5,1,0,8,76,51,25,46568,707,"Census Tract 1605, Clarion County, Pennsylvania",187,179,5,7,2,11,8,69,67,16,2531,91
"G4200310160600","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160600",,,"Census Tract 1606, Clarion County, Pennsylvania",5650,5279,312,0,3,0,5,51,0,51,33854,683,"Census Tract 1606, Clarion County, Pennsylvania",17,131,126,15,7,15,8,60,15,60,9430,75
"G4200310160701","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160701",,,"Census Tract 1607.01, Clarion County, Pennsylvania",2028,1967,0,0,46,0,0,15,0,15,46016,570,"Census Tract 1607.01, Clarion County, Pennsylvania",190,171,11,11,65,11,11,19,11,19,8777,53
"G4200310160702","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160702",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160702",,,"Census Tract 1607.02, Clarion County, Pennsylvania",2065,1982,3,8,8,0,0,64,42,22,48790,592,"Census Tract 1607.02, Clarion County, Pennsylvania",243,227,8,13,11,11,11,58,52,29,4864,59
"G4200310160800","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160800",,,"Census Tract 1608, Clarion County, Pennsylvania",3538,3460,30,0,34,0,0,14,10,4,54901,588,"Census Tract 1608, Clarion County, Pennsylvania",272,264,30,11,48,11,11,18,18,5,4572,53
"G4200310160900","2016-2020","PA",,,"Pennsylvania","42","Clarion County","031",,,"160900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42031160900",,,"Census Tract 1609, Clarion County, Pennsylvania",3505,3457,25,0,1,0,0,22,2,20,55540,696,"Census Tract 1609, Clarion County, Pennsylvania",250,247,24,11,2,11,11,19,3,19,3516,69
"G4200330330100","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330100",,,"Census Tract 3301, Clearfield County, Pennsylvania",4953,4677,119,0,58,0,0,99,29,70,52885,961,"Census Tract 3301, Clearfield County, Pennsylvania",685,688,120,11,53,11,11,80,45,68,10483,97
"G4200330330200","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330200",,,"Census Tract 3302, Clearfield County, Pennsylvania",3062,2958,21,15,0,0,1,67,38,29,50563,774,"Census Tract 3302, Clearfield County, Pennsylvania",346,347,44,22,11,11,2,46,24,40,10334,81
"G4200330330300","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330300",,,"Census Tract 3303, Clearfield County, Pennsylvania",4351,4300,28,0,23,0,0,0,0,0,42008,739,"Census Tract 3303, Clearfield County, Pennsylvania",344,349,31,11,36,11,11,11,11,11,13545,146
"G4200330330400","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330400",,,"Census Tract 3304, Clearfield County, Pennsylvania",5615,5400,1,10,25,0,0,179,0,179,80472,618,"Census Tract 3304, Clearfield County, Pennsylvania",685,684,2,18,35,15,15,239,15,239,31525,88
"G4200330330500","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330500",,,"Census Tract 3305, Clearfield County, Pennsylvania",4269,4207,0,3,35,0,3,21,3,18,52346,818,"Census Tract 3305, Clearfield County, Pennsylvania",313,311,11,4,31,11,5,16,4,16,3693,150
"G4200330330600","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330600",,,"Census Tract 3306, Clearfield County, Pennsylvania",3085,3065,0,0,4,0,7,9,6,3,40938,806,"Census Tract 3306, Clearfield County, Pennsylvania",328,331,11,11,18,11,16,16,15,7,6730,105
"G4200330330700","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330700",,,"Census Tract 3307, Clearfield County, Pennsylvania",2136,2024,51,0,0,0,0,61,3,58,51083,650,"Census Tract 3307, Clearfield County, Pennsylvania",152,137,40,11,11,11,11,58,6,58,4431,183
"G4200330330800","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330800",,,"Census Tract 3308, Clearfield County, Pennsylvania",6900,6782,92,3,0,0,0,23,3,20,53912,681,"Census Tract 3308, Clearfield County, Pennsylvania",220,269,131,5,15,15,15,28,5,28,7819,254
"G4200330330900","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"330900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033330900",,,"Census Tract 3309, Clearfield County, Pennsylvania",6756,5584,636,0,140,0,83,313,170,143,43519,502,"Census Tract 3309, Clearfield County, Pennsylvania",295,356,124,15,46,15,75,155,101,94,11744,236
"G4200330331000","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331000",,,"Census Tract 3310, Clearfield County, Pennsylvania",5032,4862,4,29,4,0,4,129,116,13,51995,895,"Census Tract 3310, Clearfield County, Pennsylvania",357,361,8,29,8,15,8,159,159,15,13403,125
"G4200330331100","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331100",,,"Census Tract 3311, Clearfield County, Pennsylvania",2977,2943,2,20,5,0,7,0,0,0,40338,590,"Census Tract 3311, Clearfield County, Pennsylvania",297,300,3,25,9,11,19,11,11,11,10887,45
"G4200330331200","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331200",,,"Census Tract 3312, Clearfield County, Pennsylvania",2901,2859,5,0,20,0,0,17,5,12,55474,711,"Census Tract 3312, Clearfield County, Pennsylvania",299,306,10,11,35,11,11,19,8,17,10820,89
"G4200330331300","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331300",,,"Census Tract 3313, Clearfield County, Pennsylvania",4490,4427,8,0,20,0,14,21,20,1,53205,613,"Census Tract 3313, Clearfield County, Pennsylvania",333,333,14,11,27,11,22,32,33,2,7613,88
"G4200330331401","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331401",,,"Census Tract 3314.01, Clearfield County, Pennsylvania",3341,3329,5,0,2,0,0,5,0,5,52721,742,"Census Tract 3314.01, Clearfield County, Pennsylvania",258,260,8,11,3,11,11,6,11,6,6122,97
"G4200330331402","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331402",,,"Census Tract 3314.02, Clearfield County, Pennsylvania",3381,3202,40,3,6,9,76,45,4,41,45183,591,"Census Tract 3314.02, Clearfield County, Pennsylvania",282,269,49,6,9,15,104,44,17,36,6093,72
"G4200330331500","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331500",,,"Census Tract 3315, Clearfield County, Pennsylvania",1992,1924,0,12,11,0,18,27,17,10,44231,800,"Census Tract 3315, Clearfield County, Pennsylvania",144,135,11,11,18,11,16,23,19,12,6492,107
"G4200330331600","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331600",,,"Census Tract 3316, Clearfield County, Pennsylvania",2296,2237,7,2,16,0,0,34,20,14,42357,653,"Census Tract 3316, Clearfield County, Pennsylvania",195,188,9,4,16,11,11,42,29,16,4105,152
"G4200330331700","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331700",,,"Census Tract 3317, Clearfield County, Pennsylvania",6831,5187,1160,39,32,0,114,299,179,120,52000,589,"Census Tract 3317, Clearfield County, Pennsylvania",212,268,142,33,29,15,45,111,104,50,3781,50
"G4200330331800","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331800",,,"Census Tract 3318, Clearfield County, Pennsylvania",2854,2715,9,2,0,0,0,128,9,119,44719,579,"Census Tract 3318, Clearfield County, Pennsylvania",198,184,12,3,11,11,11,89,12,88,6301,66
"G4200330331900","2016-2020","PA",,,"Pennsylvania","42","Clearfield County","033",,,"331900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42033331900",,,"Census Tract 3319, Clearfield County, Pennsylvania",2244,2226,0,0,1,0,0,17,16,1,43393,680,"Census Tract 3319, Clearfield County, Pennsylvania",194,189,11,11,5,11,11,25,25,2,6014,70
"G4200350030100","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030100",,,"Census Tract 301, Clinton County, Pennsylvania",3126,2982,23,0,10,0,4,107,12,95,39861,554,"Census Tract 301, Clinton County, Pennsylvania",242,213,26,11,12,11,5,85,14,82,4011,59
"G4200350030200","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030200",,,"Census Tract 302, Clinton County, Pennsylvania",5375,5162,67,0,68,0,0,78,51,27,52935,678,"Census Tract 302, Clinton County, Pennsylvania",423,417,48,15,44,15,15,71,67,25,3727,67
"G4200350030300","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030300",,,"Census Tract 303, Clinton County, Pennsylvania",4140,4091,3,3,39,0,0,4,0,4,74628,833,"Census Tract 303, Clinton County, Pennsylvania",302,306,8,4,27,11,11,7,11,7,8016,74
"G4200350030400","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030400",,,"Census Tract 304, Clinton County, Pennsylvania",4687,4541,54,0,6,0,34,52,0,52,56500,744,"Census Tract 304, Clinton County, Pennsylvania",231,238,66,11,10,11,45,39,11,39,10951,145
"G4200350030500","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030500",,,"Census Tract 305, Clinton County, Pennsylvania",4095,3835,159,0,25,0,18,58,17,41,50348,822,"Census Tract 305, Clinton County, Pennsylvania",278,271,92,11,25,11,16,33,27,22,5565,53
"G4200350030600","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030600",,,"Census Tract 306, Clinton County, Pennsylvania",2179,2124,0,37,0,0,0,18,0,18,25970,753,"Census Tract 306, Clinton County, Pennsylvania",382,373,11,41,11,11,11,25,11,25,4245,62
"G4200350030701","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030701",,,"Census Tract 307.01, Clinton County, Pennsylvania",5873,5631,174,13,29,0,0,26,0,26,42898,742,"Census Tract 307.01, Clinton County, Pennsylvania",397,442,194,22,19,15,15,31,15,31,8273,51
"G4200350030702","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030702",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030702",,,"Census Tract 307.02, Clinton County, Pennsylvania",945,735,113,0,70,0,0,27,0,27,,,"Census Tract 307.02, Clinton County, Pennsylvania",142,130,64,11,41,11,11,37,11,37,,
"G4200350030800","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030800",,,"Census Tract 308, Clinton County, Pennsylvania",3971,3924,0,12,27,7,0,1,0,1,65572,837,"Census Tract 308, Clinton County, Pennsylvania",224,230,11,13,28,11,11,3,11,3,3377,168
"G4200350030900","2016-2020","PA",,,"Pennsylvania","42","Clinton County","035",,,"030900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42035030900",,,"Census Tract 309, Clinton County, Pennsylvania",4158,3996,46,0,26,0,46,44,2,42,60995,764,"Census Tract 309, Clinton County, Pennsylvania",344,338,52,11,23,11,45,31,6,31,4080,78
"G4200370050100","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050100",,,"Census Tract 501, Columbia County, Pennsylvania",5116,4917,2,13,18,67,22,77,17,60,56756,792,"Census Tract 501, Columbia County, Pennsylvania",292,290,4,16,20,24,32,54,20,53,5780,70
"G4200370050200","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050200",,,"Census Tract 502, Columbia County, Pennsylvania",5650,5503,14,0,28,0,9,96,5,91,53849,650,"Census Tract 502, Columbia County, Pennsylvania",378,374,17,15,28,15,11,49,7,47,4625,83
"G4200370050300","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050300",,,"Census Tract 503, Columbia County, Pennsylvania",4975,4808,1,11,91,0,1,63,6,57,69097,893,"Census Tract 503, Columbia County, Pennsylvania",337,340,3,15,75,11,3,50,20,44,7315,187
"G4200370050400","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050400",,,"Census Tract 504, Columbia County, Pennsylvania",3850,3748,7,6,35,0,0,54,7,47,64097,708,"Census Tract 504, Columbia County, Pennsylvania",318,329,21,13,32,11,11,39,13,37,5497,112
"G4200370050500","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050500",,,"Census Tract 505, Columbia County, Pennsylvania",4067,3951,60,0,5,0,37,14,3,11,50147,725,"Census Tract 505, Columbia County, Pennsylvania",388,403,90,11,11,11,60,17,6,16,9326,166
"G4200370050600","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050600",,,"Census Tract 506, Columbia County, Pennsylvania",5325,5030,33,0,0,0,19,243,164,79,46705,574,"Census Tract 506, Columbia County, Pennsylvania",474,485,38,15,15,15,31,242,237,56,10123,24
"G4200370050700","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050700",,,"Census Tract 507, Columbia County, Pennsylvania",4678,4387,38,0,0,0,157,96,0,96,39648,757,"Census Tract 507, Columbia County, Pennsylvania",476,469,61,11,11,11,199,83,11,83,7044,87
"G4200370050800","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050800",,,"Census Tract 508, Columbia County, Pennsylvania",3457,3244,38,0,91,0,5,79,31,48,48306,905,"Census Tract 508, Columbia County, Pennsylvania",316,318,43,11,65,11,8,58,51,51,8174,73
"G4200370050900","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"050900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037050900",,,"Census Tract 509, Columbia County, Pennsylvania",3289,2878,125,8,241,0,30,7,0,7,71738,1547,"Census Tract 509, Columbia County, Pennsylvania",273,317,110,13,91,11,40,13,11,13,4186,820
"G4200370051000","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051000",,,"Census Tract 510, Columbia County, Pennsylvania",2637,2501,50,0,0,38,27,21,5,16,41982,1034,"Census Tract 510, Columbia County, Pennsylvania",414,419,41,11,11,67,26,31,9,30,12274,188
"G4200370051101","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051101",,,"Census Tract 511.01, Columbia County, Pennsylvania",3012,2674,177,0,124,0,18,19,3,16,47788,890,"Census Tract 511.01, Columbia County, Pennsylvania",327,307,65,11,94,11,32,21,7,20,18970,302
"G4200370051102","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051102",,,"Census Tract 511.02, Columbia County, Pennsylvania",4044,3411,398,0,101,0,88,46,34,12,35329,788,"Census Tract 511.02, Columbia County, Pennsylvania",500,493,140,11,93,11,132,58,57,18,16909,48
"G4200370051200","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051200",,,"Census Tract 512, Columbia County, Pennsylvania",4223,4034,114,0,0,0,0,75,44,31,38917,734,"Census Tract 512, Columbia County, Pennsylvania",530,544,90,11,11,11,11,72,61,38,13204,64
"G4200370051300","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051300",,,"Census Tract 513, Columbia County, Pennsylvania",3189,3079,12,0,11,0,6,81,14,67,60500,801,"Census Tract 513, Columbia County, Pennsylvania",309,319,14,11,14,11,11,53,21,46,6466,120
"G4200370051400","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051400",,,"Census Tract 514, Columbia County, Pennsylvania",2255,2197,43,0,0,0,15,0,0,0,58631,924,"Census Tract 514, Columbia County, Pennsylvania",264,272,56,11,11,11,27,11,11,11,10864,136
