GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,JOIE001,JS5E001,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010,JOIM001,JS5M001
"G4200170105805","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105805",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105805",,,"Census Tract 1058.05, Bucks County, Pennsylvania",5519,4970,226,0,115,0,46,162,0,162,55657,1129,"Census Tract 1058.05, Bucks County, Pennsylvania",472,446,227,109,125,109,70,146,109,146,3864,75
"G4200170105807","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105807",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105807",,,"Census Tract 1058.07, Bucks County, Pennsylvania",3798,3107,373,0,174,0,65,79,0,79,54738,854,"Census Tract 1058.07, Bucks County, Pennsylvania",338,380,202,109,137,109,102,104,109,104,12314,84
"G4200170105808","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105808",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105808",,,"Census Tract 1058.08, Bucks County, Pennsylvania",3399,3180,63,0,98,0,10,48,13,35,60101,1195,"Census Tract 1058.08, Bucks County, Pennsylvania",303,326,74,109,108,109,17,57,21,53,11276,165
"G4200170105809","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105809",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105809",,,"Census Tract 1058.09, Bucks County, Pennsylvania",4573,4374,25,0,25,0,29,120,96,24,66313,979,"Census Tract 1058.09, Bucks County, Pennsylvania",239,313,38,109,30,109,46,133,128,40,10445,315
"G4200170105810","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105810",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105810",,,"Census Tract 1058.10, Bucks County, Pennsylvania",2378,2300,8,0,70,0,0,0,0,0,62083,725,"Census Tract 1058.10, Bucks County, Pennsylvania",155,164,14,109,95,109,109,109,109,109,10417,622
"G4200170105811","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105811",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105811",,,"Census Tract 1058.11, Bucks County, Pennsylvania",5916,5762,63,0,91,0,0,0,0,0,61337,909,"Census Tract 1058.11, Bucks County, Pennsylvania",338,377,60,109,121,109,109,109,109,109,9598,104
"G4200170105812","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105812",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105812",,,"Census Tract 1058.12, Bucks County, Pennsylvania",1726,1726,0,0,0,0,0,0,0,0,77222,2001,"Census Tract 1058.12, Bucks County, Pennsylvania",112,112,109,109,109,109,109,109,109,109,7561,.
"G4200170105900","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"105900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017105900",,,"Census Tract 1059, Bucks County, Pennsylvania",1876,1739,127,0,10,0,0,0,0,0,50677,748,"Census Tract 1059, Bucks County, Pennsylvania",166,177,100,109,16,109,109,109,109,109,7608,165
"G4200170106000","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106000",,,"Census Tract 1060, Bucks County, Pennsylvania",3959,3475,206,0,191,0,13,74,0,74,60679,1036,"Census Tract 1060, Bucks County, Pennsylvania",341,350,200,109,113,109,20,59,109,59,9909,65
"G4200170106100","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106100",,,"Census Tract 1061, Bucks County, Pennsylvania",3129,2342,651,0,40,0,41,55,0,55,78750,932,"Census Tract 1061, Bucks County, Pennsylvania",572,298,336,109,24,109,67,70,109,70,10568,50
"G4200170106200","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106200",,,"Census Tract 1062, Bucks County, Pennsylvania",6745,6296,152,9,178,0,50,60,30,30,62868,1649,"Census Tract 1062, Bucks County, Pennsylvania",331,400,162,14,153,109,60,45,35,29,7593,72
"G4200170106300","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106300",,,"Census Tract 1063, Bucks County, Pennsylvania",7144,6680,143,0,230,0,49,42,0,42,94710,1667,"Census Tract 1063, Bucks County, Pennsylvania",275,295,109,109,174,109,48,50,109,50,6180,110
"G4200170106401","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106401",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106401",,,"Census Tract 1064.01, Bucks County, Pennsylvania",7021,6261,57,0,342,0,229,132,18,114,84625,741,"Census Tract 1064.01, Bucks County, Pennsylvania",263,344,55,109,129,109,224,82,21,81,10691,256
"G4200170106402","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106402",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106402",,,"Census Tract 1064.02, Bucks County, Pennsylvania",7391,7093,129,0,98,0,0,71,0,71,69679,761,"Census Tract 1064.02, Bucks County, Pennsylvania",271,299,117,109,145,109,109,80,109,80,9890,95
"G4200170106500","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106500",,,"Census Tract 1065, Bucks County, Pennsylvania",7055,6853,129,15,13,0,11,34,0,34,61218,980,"Census Tract 1065, Bucks County, Pennsylvania",327,349,119,24,20,109,17,52,109,52,3362,135
"G4200170106600","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"106600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017106600",,,"Census Tract 1066, Bucks County, Pennsylvania",1870,1831,0,4,17,0,4,14,3,11,68889,1044,"Census Tract 1066, Bucks County, Pennsylvania",154,155,109,6,20,109,6,17,4,16,7750,102
"G4200170980000","2006-2010","PA",,,"Pennsylvania","42","Bucks County","017",,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42017980000",,,"Census Tract 9800, Bucks County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,.,.,"Census Tract 9800, Bucks County, Pennsylvania",109,109,109,109,109,109,109,109,109,109,.,.
"G4200190902100","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902100",,,"Census Tract 9021, Butler County, Pennsylvania",2432,2397,0,7,0,0,0,28,0,28,36825,545,"Census Tract 9021, Butler County, Pennsylvania",307,314,109,13,109,109,109,33,109,33,4883,64
"G4200190902200","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902200",,,"Census Tract 9022, Butler County, Pennsylvania",1728,1640,72,0,0,0,0,16,0,16,43112,684,"Census Tract 9022, Butler County, Pennsylvania",231,247,111,109,109,109,109,26,109,26,8890,234
"G4200190902300","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902300",,,"Census Tract 9023, Butler County, Pennsylvania",3296,3077,67,0,0,7,58,87,0,87,25986,576,"Census Tract 9023, Butler County, Pennsylvania",451,414,47,109,109,11,91,84,109,84,4151,119
"G4200190902400","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902400",,,"Census Tract 9024, Butler County, Pennsylvania",2623,2442,72,0,0,0,109,0,0,0,20397,468,"Census Tract 9024, Butler County, Pennsylvania",990,906,70,109,109,109,124,109,109,109,5071,50
"G4200190902500","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902500",,,"Census Tract 9025, Butler County, Pennsylvania",3956,3764,124,0,0,0,2,66,0,66,31401,539,"Census Tract 9025, Butler County, Pennsylvania",463,462,114,109,109,109,5,65,109,65,6127,135
"G4200190902600","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902600",,,"Census Tract 9026, Butler County, Pennsylvania",2816,2614,72,0,46,0,26,58,0,58,48818,413,"Census Tract 9026, Butler County, Pennsylvania",185,208,65,109,71,109,41,56,109,56,6636,343
"G4200190902700","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902700",,,"Census Tract 9027, Butler County, Pennsylvania",2164,2164,0,0,0,0,0,0,0,0,48721,743,"Census Tract 9027, Butler County, Pennsylvania",224,224,109,109,109,109,109,109,109,109,4355,116
"G4200190902800","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902800",,,"Census Tract 9028, Butler County, Pennsylvania",3123,2956,91,0,10,0,20,46,10,36,39427,642,"Census Tract 9028, Butler County, Pennsylvania",236,222,60,109,17,109,31,33,15,34,12803,67
"G4200190902900","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"902900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019902900",,,"Census Tract 9029, Butler County, Pennsylvania",1920,1828,0,0,3,0,5,84,0,84,63167,748,"Census Tract 9029, Butler County, Pennsylvania",132,141,109,109,7,109,9,87,109,87,9257,50
"G4200190903000","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"903000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019903000",,,"Census Tract 9030, Butler County, Pennsylvania",4723,4609,0,0,28,0,0,86,8,78,61780,676,"Census Tract 9030, Butler County, Pennsylvania",241,239,109,109,43,109,109,96,12,94,9148,14
"G4200190903100","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"903100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019903100",,,"Census Tract 9031, Butler County, Pennsylvania",2602,2562,17,11,0,0,0,12,0,12,65610,652,"Census Tract 9031, Butler County, Pennsylvania",158,174,24,18,109,109,109,20,109,20,7700,58
"G4200190910100","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910100",,,"Census Tract 9101, Butler County, Pennsylvania",4041,4011,11,11,0,0,0,8,1,7,49944,665,"Census Tract 9101, Butler County, Pennsylvania",216,216,11,15,109,109,109,10,3,10,3973,70
"G4200190910200","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910200",,,"Census Tract 9102, Butler County, Pennsylvania",5087,4929,67,5,17,0,0,69,3,66,46188,711,"Census Tract 9102, Butler County, Pennsylvania",281,292,90,8,20,109,109,47,4,46,4153,77
"G4200190910301","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910301",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910301",,,"Census Tract 9103.01, Butler County, Pennsylvania",5672,5252,291,35,44,0,0,50,0,50,38097,663,"Census Tract 9103.01, Butler County, Pennsylvania",382,438,167,45,40,109,109,48,109,48,7655,69
"G4200190910302","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910302",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910302",,,"Census Tract 9103.02, Butler County, Pennsylvania",4498,4410,14,43,13,0,0,18,0,18,45780,580,"Census Tract 9103.02, Butler County, Pennsylvania",259,257,15,52,16,109,109,18,109,18,4672,59
"G4200190910400","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910400",,,"Census Tract 9104, Butler County, Pennsylvania",3678,3291,66,0,225,0,16,80,0,80,38598,666,"Census Tract 9104, Butler County, Pennsylvania",31,149,60,109,113,109,27,63,109,63,11565,53
"G4200190910500","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910500",,,"Census Tract 9105, Butler County, Pennsylvania",328,297,31,0,0,0,0,0,0,0,.,.,"Census Tract 9105, Butler County, Pennsylvania",341,307,49,109,109,109,109,109,109,109,.,.
"G4200190910600","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910600",,,"Census Tract 9106, Butler County, Pennsylvania",4524,4470,2,0,13,0,0,39,2,37,44270,617,"Census Tract 9106, Butler County, Pennsylvania",201,201,5,109,15,109,109,45,4,45,2812,128
"G4200190910700","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910700",,,"Census Tract 9107, Butler County, Pennsylvania",3008,2972,10,0,0,0,0,26,0,26,53380,582,"Census Tract 9107, Butler County, Pennsylvania",29,43,15,109,109,109,109,31,109,31,3591,43
"G4200190910800","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910800",,,"Census Tract 9108, Butler County, Pennsylvania",2846,2750,9,0,29,0,0,58,0,58,49764,835,"Census Tract 9108, Butler County, Pennsylvania",161,183,16,109,28,109,109,58,109,58,5830,79
"G4200190910900","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"910900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019910900",,,"Census Tract 9109, Butler County, Pennsylvania",5071,5017,0,0,38,0,0,16,0,16,62384,623,"Census Tract 9109, Butler County, Pennsylvania",162,165,109,109,32,109,109,24,109,24,7194,29
"G4200190911000","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911000",,,"Census Tract 9110, Butler County, Pennsylvania",6135,6073,0,2,0,0,27,33,0,33,49231,717,"Census Tract 9110, Butler County, Pennsylvania",248,246,109,4,109,109,31,41,109,41,4085,87
"G4200190911100","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911100",,,"Census Tract 9111, Butler County, Pennsylvania",4689,4426,0,19,231,0,0,13,0,13,50792,700,"Census Tract 9111, Butler County, Pennsylvania",164,331,109,20,273,109,109,19,109,19,5227,67
"G4200190911200","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911200",,,"Census Tract 9112, Butler County, Pennsylvania",5595,5303,222,0,0,8,7,55,5,50,49191,560,"Census Tract 9112, Butler County, Pennsylvania",153,200,111,109,109,13,13,45,8,44,6758,42
"G4200190911300","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911300",,,"Census Tract 9113, Butler County, Pennsylvania",5424,5403,18,0,0,0,3,0,0,0,48838,532,"Census Tract 9113, Butler County, Pennsylvania",329,326,21,109,109,109,5,109,109,109,2272,66
"G4200190911400","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911400",,,"Census Tract 9114, Butler County, Pennsylvania",3551,3530,0,0,0,0,0,21,21,0,48580,917,"Census Tract 9114, Butler County, Pennsylvania",15,38,109,109,109,109,109,36,36,109,9215,233
"G4200190911501","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911501",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911501",,,"Census Tract 9115.01, Butler County, Pennsylvania",5535,5449,0,16,0,0,30,40,0,40,54871,767,"Census Tract 9115.01, Butler County, Pennsylvania",17,71,109,23,109,109,51,45,109,45,10818,119
"G4200190911502","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911502",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911502",,,"Census Tract 9115.02, Butler County, Pennsylvania",4709,4663,22,0,14,0,5,5,0,5,46848,684,"Census Tract 9115.02, Butler County, Pennsylvania",862,861,33,109,18,109,8,9,109,9,4190,78
"G4200190911600","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911600",,,"Census Tract 9116, Butler County, Pennsylvania",5107,5078,0,0,29,0,0,0,0,0,69875,576,"Census Tract 9116, Butler County, Pennsylvania",29,46,109,109,37,109,109,109,109,109,5478,77
"G4200190911700","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911700",,,"Census Tract 9117, Butler County, Pennsylvania",4513,4459,10,0,6,0,0,38,0,38,57484,549,"Census Tract 9117, Butler County, Pennsylvania",238,243,16,109,11,109,109,39,109,39,3376,141
"G4200190911800","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911800",,,"Census Tract 9118, Butler County, Pennsylvania",6203,5878,251,3,36,0,0,35,0,35,70557,783,"Census Tract 9118, Butler County, Pennsylvania",23,270,253,7,40,109,109,36,109,36,4387,114
"G4200190911900","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"911900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019911900",,,"Census Tract 9119, Butler County, Pennsylvania",4774,4734,0,0,31,0,0,9,0,9,49280,746,"Census Tract 9119, Butler County, Pennsylvania",141,153,109,109,44,109,109,10,109,10,7876,145
"G4200190912001","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912001",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912001",,,"Census Tract 9120.01, Butler County, Pennsylvania",4889,4626,58,0,168,0,0,37,0,37,93500,1086,"Census Tract 9120.01, Butler County, Pennsylvania",233,242,98,109,119,109,109,45,109,45,21336,84
"G4200190912002","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912002",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912002",,,"Census Tract 9120.02, Butler County, Pennsylvania",4296,4027,30,0,26,0,69,144,107,37,88875,953,"Census Tract 9120.02, Butler County, Pennsylvania",322,372,48,109,34,109,73,168,159,45,13459,50
"G4200190912101","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912101",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912101",,,"Census Tract 9121.01, Butler County, Pennsylvania",3752,3671,13,10,16,0,33,9,0,9,90000,959,"Census Tract 9121.01, Butler County, Pennsylvania",174,183,20,16,28,109,36,15,109,15,19590,48
"G4200190912102","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912102",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912102",,,"Census Tract 9121.02, Butler County, Pennsylvania",2708,2687,0,0,0,0,0,21,0,21,63482,1044,"Census Tract 9121.02, Butler County, Pennsylvania",206,213,109,109,109,109,109,34,109,34,13740,328
"G4200190912200","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912200",,,"Census Tract 9122, Butler County, Pennsylvania",3159,2856,64,0,143,0,0,96,0,96,75648,1073,"Census Tract 9122, Butler County, Pennsylvania",215,256,58,109,109,109,109,128,109,128,9624,156
"G4200190912301","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912301",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912301",,,"Census Tract 9123.01, Butler County, Pennsylvania",5104,5050,0,0,47,0,7,0,0,0,118468,961,"Census Tract 9123.01, Butler County, Pennsylvania",206,193,109,109,66,109,12,109,109,109,14491,70
"G4200190912303","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912303",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912303",,,"Census Tract 9123.03, Butler County, Pennsylvania",2742,2612,44,0,57,0,13,16,0,16,87206,1154,"Census Tract 9123.03, Butler County, Pennsylvania",30,66,44,109,47,109,15,18,109,18,8477,58
"G4200190912304","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912304",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912304",,,"Census Tract 9123.04, Butler County, Pennsylvania",3450,3450,0,0,0,0,0,0,0,0,98023,2001,"Census Tract 9123.04, Butler County, Pennsylvania",272,272,109,109,109,109,109,109,109,109,7083,.
"G4200190912401","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912401",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912401",,,"Census Tract 9124.01, Butler County, Pennsylvania",7324,7153,29,10,93,0,0,39,0,39,105307,1549,"Census Tract 9124.01, Butler County, Pennsylvania",222,224,35,16,99,109,109,66,109,66,8477,223
"G4200190912402","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912402",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912402",,,"Census Tract 9124.02, Butler County, Pennsylvania",6083,5872,39,0,76,0,0,96,18,78,59130,751,"Census Tract 9124.02, Butler County, Pennsylvania",341,334,61,109,99,109,109,67,29,60,4590,102
"G4200190912700","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912700",,,"Census Tract 9127, Butler County, Pennsylvania",7239,7118,0,15,90,0,0,16,16,0,69500,786,"Census Tract 9127, Butler County, Pennsylvania",19,115,109,22,104,109,109,26,26,109,10950,40
"G4200190912800","2006-2010","PA",,,"Pennsylvania","42","Butler County","019",,,"912800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42019912800",,,"Census Tract 9128, Butler County, Pennsylvania",5437,5391,0,0,15,0,5,26,0,26,68734,559,"Census Tract 9128, Butler County, Pennsylvania",22,51,109,109,24,109,8,30,109,30,4749,47
"G4200210000100","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000100",,,"Census Tract 1, Cambria County, Pennsylvania",936,885,51,0,0,0,0,0,0,0,12396,253,"Census Tract 1, Cambria County, Pennsylvania",86,90,47,109,109,109,109,109,109,109,1471,78
"G4200210000200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000200",,,"Census Tract 2, Cambria County, Pennsylvania",756,426,330,0,0,0,0,0,0,0,22961,415,"Census Tract 2, Cambria County, Pennsylvania",193,164,159,109,109,109,109,109,109,109,10048,104
"G4200210000300","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000300",,,"Census Tract 3, Cambria County, Pennsylvania",2119,1518,483,0,0,0,20,98,0,98,24340,529,"Census Tract 3, Cambria County, Pennsylvania",290,256,172,109,109,109,32,89,109,89,6273,51
"G4200210000500","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000500",,,"Census Tract 5, Cambria County, Pennsylvania",2144,1816,150,0,19,0,26,133,0,133,32607,549,"Census Tract 5, Cambria County, Pennsylvania",196,207,120,109,27,109,43,131,109,131,4082,94
"G4200210000600","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000600",,,"Census Tract 6, Cambria County, Pennsylvania",2033,1934,78,0,0,0,0,21,0,21,30156,510,"Census Tract 6, Cambria County, Pennsylvania",247,263,106,109,109,109,109,33,109,33,4052,81
"G4200210000700","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021000700",,,"Census Tract 7, Cambria County, Pennsylvania",2551,2214,169,0,60,0,0,108,0,108,36611,497,"Census Tract 7, Cambria County, Pennsylvania",313,292,124,109,48,109,109,129,109,129,7297,45
"G4200210001200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021001200",,,"Census Tract 12, Cambria County, Pennsylvania",3084,2762,259,15,0,0,36,12,0,12,26941,442,"Census Tract 12, Cambria County, Pennsylvania",365,400,127,21,109,109,58,15,109,15,4444,100
"G4200210010100","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010100",,,"Census Tract 101, Cambria County, Pennsylvania",4154,3986,51,0,0,25,7,85,22,63,42875,385,"Census Tract 101, Cambria County, Pennsylvania",136,182,44,109,109,36,10,83,32,73,3085,88
"G4200210010200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010200",,,"Census Tract 102, Cambria County, Pennsylvania",1700,1551,124,3,0,0,0,22,0,22,30573,519,"Census Tract 102, Cambria County, Pennsylvania",122,121,65,7,109,109,109,19,109,19,4294,61
"G4200210010300","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010300",,,"Census Tract 103, Cambria County, Pennsylvania",2341,2315,0,0,0,0,0,26,0,26,46429,525,"Census Tract 103, Cambria County, Pennsylvania",145,145,109,109,109,109,109,24,109,24,8980,167
"G4200210010500","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010500",,,"Census Tract 105, Cambria County, Pennsylvania",3587,3478,31,0,55,0,7,16,16,0,39844,580,"Census Tract 105, Cambria County, Pennsylvania",147,157,30,109,52,109,11,25,25,109,4652,99
"G4200210010600","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010600",,,"Census Tract 106, Cambria County, Pennsylvania",2442,2390,17,0,8,0,5,22,0,22,42566,617,"Census Tract 106, Cambria County, Pennsylvania",170,168,28,109,16,109,9,24,109,24,8053,76
"G4200210010700","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010700",,,"Census Tract 107, Cambria County, Pennsylvania",2913,2913,0,0,0,0,0,0,0,0,55069,549,"Census Tract 107, Cambria County, Pennsylvania",210,210,109,109,109,109,109,109,109,109,9890,181
"G4200210010801","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"010801",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021010801",,,"Census Tract 108.01, Cambria County, Pennsylvania",5414,5214,18,12,162,0,0,8,0,8,44554,578,"Census Tract 108.01, Cambria County, Pennsylvania",365,348,31,16,131,109,109,14,109,14,7905,47
"G4200210011000","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011000",,,"Census Tract 110, Cambria County, Pennsylvania",1741,1684,15,8,15,0,0,19,0,19,40000,533,"Census Tract 110, Cambria County, Pennsylvania",116,118,14,10,21,109,109,21,109,21,5450,34
